city,year,page,line_no,organization_name,category,sub_category,line,address,description
Kansas City,1875,40,9,KANSAS CITY METROPOLITAN TELEGRAPH COM- PANY,Uncategorized,,"KANSAS CITY METROPOLITAN TELEGRAPH COM- PANY. William A. Smith, President; M. H. Hudson, Secre- tary; D. A. Williams, Superintendent.",,
Kansas City,1875,40,10,COMMERCIAL NATIONAL BANK,Uncategorized,,"COMMERCIAL NATIONAL BANK.-M. Woodson, Cash- ier. 14 West Fifth.",,
Kansas City,1875,40,1,FIRST NATIONAL BANK,Uncategorized,,"FIRST NATIONAL BANK. Howard M. Holden, Presi- dent; Edward H. Allen, Vice-President; M. W. St. Clair, Cashier; W. H. Winants, Assistant Cashier. Delaware, northwest corner Fifth.",,
Kansas City,1875,40,2,KANSAS CITY NATIONAL BANK,Uncategorized,,"KANSAS CITY NATIONAL BANK. Hon. John B. Wor- nall, President; J. S. Chick, Cashier. 521 Main.",,
Kansas City,1875,40,3,KANSAS CITY SAVINGS ASSOCIATION,Uncategorized,,"KANSAS CITY SAVINGS ASSOCIATION.-C. J. White, Cashier. Delaware, southwest corner Fourth.",,
Kansas City,1875,40,4,MASTIN BANK,Uncategorized,,"MASTIN BANK.-S. E. Ward, President; John J. Mastin, Cashier: Thomas H. Mastin, Assistant Cashier; M. R. Platt, Secretary. Main, northeast corner Fourth.",,
Kansas City,1875,40,5,MISSOURI VALLEY BANK,Uncategorized,,"MISSOURI VALLEY BANK. E. H. Brooks, President; E. A. Phillips, Vice-President; A. J. Baker, Cashier. Union avenue, near Santa Fe, West Kansas.",,
Kansas City,1875,40,6,"SMART, DAVID O. & CO.",Uncategorized,,"SMART, DAVID O. & CO.-Vaughan's Diamond Building.",,
Kansas City,1875,40,7,THE WATKINS BANK,Uncategorized,,"THE WATKINS BANK.-W. M. Couch, President; В. А. Feineman, Vice-President; J. Q. Watkins, Cashier; D. Street, Assistant Cashier. Main, southwest corner Second.",,
Kansas City,1875,40,8,FIRST BAPTIST CHURCH,Churches,,"FIRST BAPTIST CHURCH. May, northeast corner Eighth.",,
Kansas City,1875,40,9,BAPTIST CHURCH,Churches,,"BAPTIST CHURCH. Rev. C. N. H. Moore, Pastor. Thir- teenth, southeast corner Hickory, West Kansas.",,
Kansas City,1875,40,10,AFRICAN MISSION BAPTIST CHURCH,Churches,,"AFRICAN MISSION BAPTIST CHURCH. Rev. Henry Roberson, Pastor. Charlotte, southwest corner Tenth.",,
Kansas City,1875,40,11,CHURCH OF THEIMMACULATE CONCEPTION,Churches,,"CHURCH OF THEIMMACULATE CONCEPTION. Rev. Father Bernard Donnelly, Pastor. Broadway, between Elev- enth and Twelfth.",,
Kansas City,1875,40,12,ST. PATRICK'S CHURCH,Churches,,"ST. PATRICK'S CHURCH. Rev. Father Dunn, Pastor; Rev. Father Cooney, Assistant Pastor. McGee, southeast corner Seventh.",,
Kansas City,1875,42,1,ST. PETER AND. ST. PAUL'S CHURCH,Churches,,"ST. PETER AND. ST. PAUL'S CHURCH. Rev. Father Ernest Zechenter, Pastor. McGee, southwest corner Ninth.",,
Kansas City,1875,42,2,THE CHURCH OF THE ANNUNCIATION,Churches,,"THE CHURCH OF THE ANNUNCIATION. Rev. Father W. J. Dalton, Pastor, Fourteenth, southwest corner Wyoming, West Kansas.",,
Kansas City,1875,42,3,CHRISTIAN CHURCH,Churches,,"CHRISTIAN CHURCH.-Main, southwest corner Twelfth.",,
Kansas City,1875,42,4,GRAND AVENUE CONGREGATIONAL CHURCH,Churches,,"GRAND AVENUE CONGREGATIONAL CHURCH.- Rev. J. G. Roberts, Pastor. Grand avenue, southwest corner Tenth.",,
Kansas City,1875,42,5,GRACE EPISCOPAL CHURCH,Churches,,"GRACE EPISCOPAL CHURCH. Rev. J. E. Martin. Rector. Tenth, southeast corner Central.",,
Kansas City,1875,42,6,ST. LUKE'S EPISCOPAL CHURCH,Churches,,"ST. LUKE'S EPISCOPAL CHURCH. Rev. George C. Betts. Eighth, southeast corner Walnut.",,
Kansas City,1875,42,7,REFORMED EPISCOPAL CHAPEL,Churches,,REFORMED EPISCOPAL CHAPEL-1304 Grand avenue.,,
Kansas City,1875,42,8,GERMAN EVANGELICAL ST. PETER'S CHURCH,Churches,,"GERMAN EVANGELICAL ST. PETER'S CHURCH.-- Rev. Henry Kirchoff, Pastor. East side Walnut, between Tenth and Eleventh.",,
Kansas City,1875,42,9,Unitarian Church,Churches,,B'NAI JEHUDAH. Rev. E. L. Hess. Unitarian Church.,,
Kansas City,1875,42,10,FIRST ENGLISH LUTHERN CHURCH,Churches,,"FIRST ENGLISH LUTHERN CHURCH. Rev. T. F. Dornblaser, Pastor. West side Delaware, between Tenth and Eleventh.",,
Kansas City,1875,42,11,SWEDISH LUTHERN CHURCH,Churches,,"SWEDISH LUTHERN CHURCH. Rev. S. J. Osterberg, Pastor. North side Fifteenth, between Broadway and Washington.",,
Kansas City,1875,42,12,AFRICAN METHODIST CHURCH,Churches,,"AFRICAN METHODIST CHURCH. Rev. T. W. Henderson, Pastor. Charlotte, southeast corner Tenth.",,
Kansas City,1875,42,1,AFRICAN METHODIST CHURCH,Churches,,"AFRICAN METHODIST CHURCH.-East side State Line, between St. Louis avenue and Ninth, West Kansas.",,
Kansas City,1875,42,2,GRAND AVENUE METHODIST CHURCH,Churches,,"GRAND AVENUE METHODIST CHURCH.--Grand avenue, southeast corner Ninth.",,
Kansas City,1875,42,3,METHODIST EPISCOPAL CHURCH (SOUTH),Churches,,"METHODIST EPISCOPAL CHURCH (SOUTH).-Rev. F. Boggs, Pastor. East side Walnut, between Eighth and Ninth.",,
Kansas City,1875,42,4,SIXTEENTH ST. METHODIST EPISCOPAL CHURCH,Churches,,"SIXTEENTH ST. METHODIST EPISCOPAL CHURCH.- Cherry, northeast corner Sixteenth.",,
Kansas City,1875,42,5,LIBERTY ST. METHODIST EPISCGPAL CHURCH,Churches,,"LIBERTY ST. METHODIST EPISCGPAL CHURCH.- Joy, southeast corner Liberty, West Kansas.",,
Kansas City,1875,42,6,CENTRAL PRESBYTERIAN CHURCH (OLD SCHOOL.),Churches,,"CENTRAL PRESBYTERIAN CHURCH (OLD SCHOOL.)-- Rev. A. D. Madeira, Pastor. Grand avenue, southwest corner Eighth.",,
Kansas City,1875,42,7,CUMBERLAND PRESBYTERIAN CHURCH,Churches,,"CUMBERLAND PRESBYTERIAN CHURCH-South side Fourteenth, between Oak and Locust.",,
Kansas City,1875,42,8,FIRST PRESBYTERIAN CHURCH,Churches,,"FIRST PRESBYTERIAN CHURCH.-Rev, H. C. Hovey. Pastor. Grand avenue, between Tenth and Eleventh.",,
Kansas City,1875,42,9,SECOND PRESBYTERIAN CHURCH,Churches,,"SECOND PRESBYTERIAN CHURCH.-Rev. W. M. Cheever, Pastor. Wyandotte, southeast corner Eighth.",,
Kansas City,1875,42,10,THIRD PRESBYTERIAN CHURCH,Churches,,"THIRD PRESBYTERIAN CHURCH.-Rev. D. C. Milner, Pastor. Thirteenth, northwest corner Hickory, West Kansas.",,
Kansas City,1875,42,11,UNITED PRESBYTERIAN CHURCH,Churches,,"UNITED PRESBYTERIAN CHURCH.-Rev. McClellan, Pastor. East side Walnut, between Ninth and Tenth.",,
Kansas City,1875,42,12,UNITARIAN CHURCH,Churches,,"UNITARIAN CHURCH.-Rev. W. M. King, Pastor. Dela- ware, between Tenth and Eleventh.",,
Kansas City,1875,42,13,BOARD OF EDUCATION,Civic Organizations,,BOARD OF EDUCATION.,,
Kansas City,1875,44,1,HIGH SCHOOL,Uncategorized,,"HIGH SCHOOL.-C. S. Sheffield, Principal. Locust, southeast corner Eleventh.",,
Kansas City,1875,44,2,WASHINGTON SCHOOL,Uncategorized,,"WASHINGTON SCHOOL.-J. W. Perkins, Principal. Independence avenue, southwest corner Cherry.",,
Kansas City,1875,44,3,HUMBOLDT SCHOOL,Uncategorized,,"HUMBOLDT SCHOOL.-Mrs. A. J. Warren, Principal. Twelfth, northwest corner Locust.",,
Kansas City,1875,44,4,FRANKLIN SCHOOL,Uncategorized,,"FRANKLIN SCHOOL-Miss Maggie E. Macfarlane, Principal. Fourteenth, northeast corner Washington avenue.",,
Kansas City,1875,44,5,LATHROP SCHOOL,Uncategorized,,"LATHROP SCHOOL.-Mrs. Clara Hoffman, Principal. Eighth, southeast corner May.",,
Kansas City,1875,44,6,BENTON SCHOOL,Uncategorized,,"BENTON SCHOOL.-Miss Fannie J. Baker, Principal. Liberty, northeast corner Fourteenth, West Kansas.",,
Kansas City,1875,44,7,LINCOLN SCHOOL,Uncategorized,,"LINCOLN SCHOOL.--(Colored). J. D. Bowser, Principal. Ninth, southeast corner Charlotte.",,
Kansas City,1875,44,8,MORSE SCHOOL,Uncategorized,,"MORSE SCHOOL.-Mrs. Mary E. Lewis, Principal. Charlotte, southeast corner Twentieth.",,
Kansas City,1875,44,9,WOODLAND SCHOOL,Uncategorized,,"WOODLAND SCHOOL.-Miss Elizabeth B. Dinsmore, Principal. Eighth, corner Johnson.",,
Kansas City,1875,44,10,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3",Uncategorized,,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3.- S. H. C. Langworthy, Principal. Kansas City, Kansas.",,
Kansas City,1875,44,11,SPALDING'S COMMERCIAL COLLEGE,Uncategorized,,"SPALDING'S COMMERCIAL COLLEGE.-J. F. Spalding, A. M., President. Dry Goods Palace Building, 712 and 714 Main.",,
Kansas City,1875,44,12,Sisters of St. Joseph,Uncategorized,,"ST. TERESA'S ACADEMY.-Sisters of St. Joseph in charge. Twelfth, northeast corner of Penn.",,
Kansas City,1875,44,13,JOURNAL OF COMMERCE,Uncategorized,,"JOURNAL OF COMMERCE.-Daily, Tri-weekly and Weekly. Published by the Journal Company. I. P. Moore, President and Business Manager; R. T. Van Horn, Vice-President; James A. Mann, Secretary. South side Fifth, between Main and Delaware.",,
Kansas City,1875,44,1,KANSAS CITY MEDICAL JOURNAL,Uncategorized,,"KANSAS CITY MEDICAL JOURNAL.---Published Monthly. E. W. Schauffler, M. D., Editor. Office, 9 East Seventh.",,
Kansas City,1875,44,2,KANSAS CITY NEWS,Uncategorized,,"KANSAS CITY NEWS.-Published Daily and Weekly by A. D. LaDue. South side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,44,3,Times Publishing Company,Uncategorized,,"KANSAS CITY TIMES.-Daily, Tri-weekly and Weekly. Published by the Times Publishing Company. Amos Green, President; M. Munford, Secretary and Business Manager. Times Building, north side Fourth, between Main and Dela- ware.",,
Kansas City,1875,44,4,POST & TRIBUNE (GERMAN),Uncategorized,,"POST & TRIBUNE (GERMAN). -Daily. Wuerz & Lampe, Proprietors. 906 Main.",,
Kansas City,1875,44,5,The Chronicle Publishing Company,Uncategorized,,"THE DAILY CHRONICLE.-The Chronicle Publishing Company, Proprietors. North side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,44,6,EVENING MAIL,Uncategorized,,"EVENING MAIL.-J. C. Moore, Editor and Proprietor. Published Daily. North side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,44,7,"UNSERE ZEIT, VON KANSAS CITY (GERMAN)",Uncategorized,,"UNSERE ZEIT, VON KANSAS CITY (GERMAN).-Daily. A. Schabehorn, Editor and Proprietor. This paper has an ex- tra Sunday issue, and publishes an illustrated weekly. 512 Main (old No. 514).",,
Kansas City,1875,44,8,WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY),Uncategorized,,"WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY).- Wuerz & Lampe, Publishers. 906 Main.",,
Kansas City,1875,44,9,CHAMPION OF INDUSTRIES,Uncategorized,,"CHAMPION OF INDUSTRIES.-Published weekly by J. B. Follett. Office, Main, junction of Delaware.",,
Kansas City,1875,44,10,REAL ESTATE INDEX,Uncategorized,,"REAL ESTATE INDEX.-Published Monthly by Fancher & Judson, from the Journal Office.",,
Kansas City,1875,44,11,LAND EXCHANGE,Uncategorized,,"LAND EXCHANGE.-Published Monthly by Sheldon & Co., from the Journal Office.",,
Kansas City,1875,44,12,PRICE CURRENT AND LIVE STOCK REPORTER,Uncategorized,,"PRICE CURRENT AND LIVE STOCK REPORTER.- Published Weekly by E. W. Perry & Co. South side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,44,13,LIVE STOCK REPORTER,Uncategorized,,"LIVE STOCK REPORTER.-Published Semi-weekly by E. W. Perry & Co. South side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,46,1,PRODUCE PRICE CURRENT,Uncategorized,,"PRODUCE PRICE CURRENT.-Published Semi-weekly by E. W. Perry & Co. South side Missouri avenue, between Main and Delaware.",,
Kansas City,1875,46,2,MASONIC HALL,Benevolent and Fraternal,,"MASONIC HALL.-Main, northwest corner Seventh, over new post-office.",,
Kansas City,1875,46,3,KANSAS CITY COMMANDERY KNIGHTS TEMPLAR,Benevolent and Fraternal,,"KANSAS CITY COMMANDERY KNIGHTS TEMPLAR. No. 10. Hold their regular conclave at their Asylum. Masonic Hall, on the second and fourth Thursdays of each month. at 7 P. M. W. E. Whiting. E. C.",,
Kansas City,1875,46,4,KANSAS CITY R. A. CHAPTER,Benevolent and Fraternal,,"KANSAS CITY R. A. CHAPTER, No. 28.-Hold their regular Convocation. at Masonic Hall. on the first and third Thursdays of each month. at 7 P. M. W. M. Diveley. II. P.",,
Kansas City,1875,46,5,"HEROINE LODGE, No. 104, A. F. & A. M.",Benevolent and Fraternal,,"HEROINE LODGE, No. 104, A. F. & A. M. Meets at Masonic Hall on the first and third Mondays in each month. H. P. White. W. M.",,
Kansas City,1875,46,6,"KANSAS CITY LODGE, No. 220. A. F. & A. M.",Benevolent and Fraternal,,"KANSAS CITY LODGE, No. 220. A. F. & A. M.-Meets at Masonic Hall every second and fourth Mondays in each month. E. H. Coffir. W. M.",,
Kansas City,1875,46,7,RURAL LODGE. No. 316. A. F. & A. M.,Benevolent and Fraternal,,RURAL LODGE. No. 316. A. F. & A. M.-Meets at Masonic Hall every second and fourth Saturdays in each month. T. W. Butler. W. M.,,
Kansas City,1875,46,8,"TEMPLE LODGE: No. 269, A. F. & A. M.",Benevolent and Fraternal,,"TEMPLE LODGE: No. 269, A. F. & A. M.-Meets at Hall on Grahd avenue, northwest corner Sixteenth. first and second Mondays in each month. A. M. Crow, W. М.",,
Kansas City,1875,46,9,KING DAVID LODGE. No. 364. A. F. & A. M.,Benevolent and Fraternal,,"KING DAVID LODGE. No. 364. A. F. & A. M.-Hold their regular communications at Masonic Hall, Ninth street. West Kansas. second and fourth Wednesdays of each month. at 7 P. M. E. F. Seymour, W. M.",,
Kansas City,1875,46,10,RONE LODGE. No. 25 (COLORED),Benevolent and Fraternal,,"RONE LODGE. No. 25 (COLORED).-Meets at their Hall, on Fourth, northwest corner Walnut, first Monday in each month. Andrew Hubbard, W. M.",,
Kansas City,1875,46,11,"PRITCHARD LODGE, No. 42 (COLORED)",Benevolent and Fraternal,,"PRITCHARD LODGE, No. 42 (COLORED). -Meets at their Hall, on Fourth, northwest corner Walnut, second Monday in",,
Kansas City,1875,46,2,"E. BUTLER CHAPTER, U. D., R. A. M.",Benevolent and Fraternal,,"E. BUTLER CHAPTER, U. D., R. A. M. (COLORED).-Holds regular Convocation at their Hall, northwest corner of Fourth and Walnut, on the first Thursday in each month. J. P. Pritchard, H. P.; H. H. Haden, Secretary.",,
Kansas City,1875,46,3,MASONIC BOARD OF RELIEF.,Benevolent and Fraternal,,"MASONIC BOARD OF RELIEF.-W. E. Whiting, President; H. C. Litchfield, Secretary; E. R. Hunter, Treasurer.",,
Kansas City,1875,46,5,Knights of Pythias.,Secret Societies,,Knights of Pythias.,,
Kansas City,1875,46,7,GRAND LODGE OF MISSOURI.,Benevolent and Fraternal,,"GRAND LODGE OF MISSOURI.-John P. Swygard, Grand Keeper of Records and Seals. Office, Main, southwest corner Ninth.",,
Kansas City,1875,46,8,HUMBOLDT LODGE. No. 4,Benevolent and Fraternal,,"HUMBOLDT LODGE. No. 4 (GERMAN). -Meets at their Hall, on Tuesday evening of each week. I. Baum, C. C.; Λ. Damerle, K. of R. and S.",,
Kansas City,1875,46,9,"KANSAS CITY LODGE, No. 1.",Benevolent and Fraternal,,"KANSAS CITY LODGE, No. 1. Meets at their Hall, on Wednesday evening of each week. M. Morgan, C. C.; R. H. Maybury. K. of R. and S.",,
Kansas City,1875,46,10,KANSAS CITY LODGE. No 257.,Benevolent and Fraternal,,"KANSAS CITY LODGE. No 257.-Meets at their Hall, 529 Main, every Monday evening.",,
Kansas City,1875,46,11,"WYANDOTTE LODGE, No. 35.",Benevolent and Fraternal,,"WYANDOTTE LODGE, No. 35. Meets every Tuesday evening, at 7 o'clock, at their Hall, 529 Main.",,
Kansas City,1875,46,12,LINCOLN LODGE. No. 173.,Benevolent and Fraternal,,"LINCOLN LODGE. No. 173.-- Meets every Friday evening, at 7 o'clock. at their Hall, 529 Main.",,
Kansas City,1875,46,13,"KANSAS CITY ENCAMPMENT, No. 27.",Benevolent and Fraternal,,"KANSAS CITY ENCAMPMENT, No. 27. Meets on the second and fourth Thursdays of each month, at their hall, 529 Main.",,
Kansas City,1875,46,14,"RISING STAR LODGE, No. 148.",Benevolent and Fraternal,,"RISING STAR LODGE, No. 148. Holds regular meetings every Saturday evening. B. W. Warner, W. C. T.; Edward Flagler, W. Secretary; Chauncey Fairman, G. L. D.",,
Kansas City,1875,48,1,ANCIENT ORDER OF HIBERNIANS,Benevolent and Fraternal,,"ANCIENT ORDER OF HIBERNIANS.-Meets on the first and second Sundays of each month. at their Hall. Main. northeast corner Seventh. Dennis Halpin, President; Dennis Vaughan, Vice-President; Andrew Vaughan, Secretary; P. J. Kennedy, Treasurer.",,
Kansas City,1875,48,2,IRISH BENEVOLENT SOCIETY,Benevolent and Fraternal,,"IRISH BENEVOLENT SOCIETY.-Meets on the first Sunday in each month, at the Hall of the Knights of Pythias. Seventh, northeast corner Main. John P. Duke. President: Richard Stephenson, Vice-President; John Ryan. Treasurer: Jeremiah Enright, Secretary.",,
Kansas City,1875,48,3,ST. JOSEPH'S ROMAN CATHOLIC MUTUAL BENEV. OLENT SOCIETY,Benevolent and Fraternal,,"ST. JOSEPH'S ROMAN CATHOLIC MUTUAL BENEV. OLENT SOCIETY.-Meets on the second Sunday of each month, at the Church of the Immaculate Conception. D. M. Jarboe, President; Daniel O'Flaherty, Vice-President; David Slater, Treasurer; M. Hanley, Secretary: T. Murphy, Marshal.",,
Kansas City,1875,48,4,CALEDONIAN SOCIETY OF KANSAS CITY,Clubs,,"CALEDONIAN SOCIETY OF KANSAS CITY-Estab- lished for the relief of distressed Scotchmen. Meets at Dr Stark's office, 409 Delaware, on the first and third Mondays in each month. John Smith, Secretary: Dr. John Stark. Treas- urer and Physician; William Young, Chaplain.",,
Kansas City,1875,48,5,B'NAI BRITH SOCIETY,Clubs,,"B'NAI BRITH SOCIETY.-Regular meetings in Good Templar's Hall, second and fourth Mondays in each month. H. B. Ezekiel, President; Sam. Heller, Secretary; August Levy, Treasurer.",,
Kansas City,1875,48,6,WOMAN'S CHRISTIAN ASSOCIATION,Welfare Organizations,,"WOMAN'S CHRISTIAN ASSOCIATION.-Eleventh, southwest corner McGee. Mrs. J. G. Roberts, President; Mrs. K. Coates, Vice-President; Mrs. O. C. Day. Treasurer; Mrs. Webster, Recording Secretary; Mrs. H. M. Holden, Corre- sponding Secretary.",,
Kansas City,1875,48,7,WIDOWS' AND ORPHANS' HOME,Welfare Organizations,,"WIDOWS' AND ORPHANS' HOME. Located south of city limits. Board of Directors: L. W. Burris, J. P. Henry. Theodore S. Case, W. R. Barnard, and S. P. Twiss. Mrs. Dr. Lykins, Superintendent.",,
Kansas City,1875,48,8,ST. VITUS ROMAN CATHOLIC MUTUAL BENEVO. LENT SOCIETY,Benevolent and Fraternal,,"ST. VITUS ROMAN CATHOLIC MUTUAL BENEVO. LENT SOCIETY. - Meets at the basement of German Catholic Church, on the second Sunday of each month. A. Wagner.",,
Kansas City,1875,48,2,TOTAL ABSTINENCE SOCIETY,Uncategorized,,"TOTAL ABSTINENCE SOCIETY.-Rev. Father James Dunn, President; John Connell, Vice-President; Robert Long, Secretary. Meets on the third Sunday of each month, at St. Patrick's Church, McGee, southeast corner Seventh.",,
Kansas City,1875,48,3,"WEST KANSAS CITY BUILDING, LOAN AND SAV- INGS ASSOCIATION",Uncategorized,,"WEST KANSAS CITY BUILDING, LOAN AND SAV- INGS ASSOCIATION.-J. E. Neal, President; L. Perry, Vice-President; J. E. Reeve, Secretary; Joab Toney, Treas- urer. Office, Reeve's drug store, West Kansas.",,
Kansas City,1875,48,4,GERMAN BUILDING ASSOCIATION,Uncategorized,,"GERMAN BUILDING ASSOCIATION.-S. D. Woods, President; B. A. Feineman, Vice-President; C. J. White, Treasurer; Charles Long, Secretary. 523 Main.",,
Kansas City,1875,48,5,"KANSAS CITY BUILDING, LOAN AND SAVINGS AS- SOCIATION",Uncategorized,,"KANSAS CITY BUILDING, LOAN AND SAVINGS AS- SOCIATION.-A. A. Bainbridge, President; James Smith, Vice-President; John P. Swygard, Secretary; L. K. Thacher, Treasurer. Main, southwest corner Ninth.",,
Kansas City,1875,48,6,"KANSAS CITY BUILDING AND LOAN ASSOCIATION, No. 1",Uncategorized,,"KANSAS CITY BUILDING AND LOAN ASSOCIATION, No. 1.-R. Sachs, President; H. L. Huhn, Vice-President; W. Gabel, Treasurer; Oscar Koehler, Secretary. Office, 726 Main.",,
Kansas City,1875,48,7,MUTUAL HOUSE BUILDING ASSOCIATION,Uncategorized,,"MUTUAL HOUSE BUILDING ASSOCIATION.-F. Askew. President; C. Brooks, Vice President; John W. Byers, Treasurer; J. F. Allen, Secretary. First National Bank Building.",,
Kansas City,1875,48,8,CO-OPERATIVE BUILDING ASSOCIATION,Uncategorized,,"CO-OPERATIVE BUILDING ASSOCIATION.-Beverley R. Keim, President; E. H. Webster, Treasurer; W. K. Hallo- well, Secretary. Office, Fourth, corner Delaware.",,
Kansas City,1875,48,9,JACKSON COUNTY MEDICAL SOCIETY,Clubs,,"JACKSON COUNTY MEDICAL SOCIETY.-Dr. S. S. Todd, President; Dr. M. A. Bogie, Vice-President; Dr. E. R. Lewis, Secretary and Treasurer. 720 Main.",,
Kansas City,1875,50,1,COLLEGE OF PHYSICIANS AND SURGEONS,Uncategorized,,"COLLEGE OF PHYSICIANS AND SURGEONS-L. K. Thacher, President; J. F. McAdow, Treasurer; E. W. Schauff- ler, M. D., Secretary; S. S. Todd, M. D., President of the Fac- ulty: J. L. Teed, M. D., Secretary of the Faculty. Diamond Building.",,
Kansas City,1875,50,2,HOMEOPATHIC MEDICAL SOCIETY OF KANSAS CITY,Uncategorized,,"HOMEOPATHIC MEDICAL SOCIETY OF KANSAS CITY.-Meets first and third Tuesdays of each month. James Lillie, M. D. President; J. Feld, M. D., Vice-President; C. H. Baker, M. D., Secretary; W. H. Jenny, M. D., Treasurer.",,
Kansas City,1875,50,3,KANSAS CITY CLEARING HOUSE,Uncategorized,,"KANSAS CITY CLEARING HOUSE.-J. Q. Watkins. President; John J. Mastin, Vice-President; W. H. Winants, Manager. Meets at the Board of Trade Rooms daily at 12 M.",,
Kansas City,1875,50,4,BOARD OF FIRE UNDERWRITERS,Uncategorized,,"BOARD OF FIRE UNDERWRITERS.-Ed. H. Webster, President; D. W. Wells, Secretary. Meets the first Saturday in every month.",,
